,node_id,node_type,node_name,node_source,group_name_auto,group_name_bert
22613,800100,disease,RDH12-related dominant retinopathy,MONDO,RDH12-related dominant retinopathy,RDH5-related retinopathy
22614,800107,disease,anterior deviation infundibular septum,MONDO,anterior deviation infundibular septum,anterior deviation infundibular septum
22615,800108,disease,cleft leaflet of tricuspid valve,MONDO,cleft leaflet of tricuspid valve,cleft leaflet of tricuspid valve
22616,800110,disease,"persistent tachypnoe of infancy, aberrant",MONDO,"persistent tachypnoe of infancy, aberrant","persistent tachypnoe of infancy, aberrant"
22617,800111,disease,"persistent tachypnoe of infancy, usual",MONDO,"persistent tachypnoe of infancy, usual",persistent tachypnoe of infancy
22618,800112,disease,non-atopic asthma,MONDO,non-atopic asthma,non-atopic asthma
22619,800114,disease,follicular bronchiolits,MONDO,follicular bronchiolits,follicular bronchiolits
22620,800117,disease,cutaneous botryomycosis,MONDO,cutaneous botryomycosis,cutaneous botryomycosis
22621,800118,disease,visceral botryomycosis,MONDO,visceral botryomycosis,visceral botryomycosis
22622,800119,disease,postinfectious bronchiolitis obliterans,MONDO,postinfectious bronchiolitis obliterans,bronchiolitis obliterans syndrome
22623,800120,disease,Mac-Leod-Swyer-James-Syndrome,MONDO,Mac-Leod-Swyer-James-Syndrome,Mac-Leod-Swyer-James-Syndrome
22624,800121,disease,cellular interstitial pneumonitis,MONDO,cellular interstitial pneumonitis,cellular interstitial pneumonitis
22625,800123,disease,bronchiolocentric pattern of interstitial pneumonia,MONDO,bronchiolocentric pattern of interstitial pneumonia,bronchiolocentric pattern of interstitial pneumonia
22626,800124,disease,Lane Hamilton syndrome,MONDO,Lane Hamilton syndrome,Lane Hamilton syndrome
22627,800125,disease,disseminated visceral giant cell angiitis,MONDO,disseminated visceral giant cell angiitis,disseminated visceral giant cell angiitis
22628,800126,disease,dystrophic pulmonary ossification,MONDO,dystrophic pulmonary ossification,dystrophic pulmonary ossification
22629,800127,disease,pulmonary amyloidosis,MONDO,pulmonary amyloidosis,primary systemic amyloidosis
22630,800128,disease,combined immunodeficiency due to POLE2 deficiency,MONDO,combined immunodeficiency due to POLE2 deficiency,combined immunodeficiency due to POLE2 deficiency
22631,800133,disease,pulmonary hypoplasia,MONDO,pulmonary hypoplasia,pulmonary artery hypoplasia
22632,800134,disease,primary immunodeficiency due to calcium channel deficiency,MONDO,primary immunodeficiency due to calcium channel deficiency,primary immunodeficiency due to calcium channel deficiency
22633,800135,disease,congenital emphysematous lung disease due to Filamin A loss-of-function variant,MONDO,congenital emphysematous lung disease due to Filamin A loss-of-function variant,congenital emphysematous lung disease due to Filamin A loss-of-function variant
22634,800136,disease,non-severe combined immunodeficiency due to COPG1 deficiency,MONDO,non-severe combined immunodeficiency due to COPG1 deficiency,non-severe combined immunodeficiency due to COPG1 deficiency
22635,800137,disease,early-onset pulmonary and cutaneous vasculitis,MONDO,early-onset pulmonary and cutaneous vasculitis,early-onset pulmonary and cutaneous vasculitis
22636,800138,disease,multisystem autoimmune disease due to IKAROS gain of function,MONDO,multisystem autoimmune disease due to IKAROS gain of function,multisystem autoimmune disease due to IKAROS gain of function
22637,800139,disease,HELIOS deficiency,MONDO,HELIOS deficiency,HELIOS deficiency
22638,800140,disease,ITPKB deficiency,MONDO,ITPKB deficiency,ITPKB deficiency
22639,800141,disease,MAN2B2 deficiency,MONDO,MAN2B2 deficiency,MAN2B2 deficiency
22640,800142,disease,chronic mucocutaneous candidiasis and connective tissue disease due to JNK1 haploinsufficiency,MONDO,chronic mucocutaneous candidiasis and connective tissue disease due to JNK1 haploinsufficiency,chronic mucocutaneous candidiasis and connective tissue disease due to JNK1 haploinsufficiency
22641,800143,disease,cytomegalovirus pneumonia due to NOS2 deficiency,MONDO,cytomegalovirus pneumonia due to NOS2 deficiency,cytomegalovirus pneumonia due to NOS2 deficiency
22642,800144,disease,autoimmune pulmonary disease due to PD-1 deficiency,MONDO,autoimmune pulmonary disease due to PD-1 deficiency,autoimmune pulmonary disease due to PD-1 deficiency
22643,800145,disease,non-severe combined immunodeficiency due to polymerase delta deficiency,MONDO,non-severe combined immunodeficiency due to polymerase delta deficiency,non-severe combined immunodeficiency due to polymerase delta deficiency
22644,800146,disease,"agammaglobulinemia, autosomal recessive, due to BOB1 deficiency",MONDO,"agammaglobulinemia, autosomal recessive, due to BOB1 deficiency","agammaglobulinemia, autosomal recessive, due to BOB1 deficiency"
22645,800147,disease,hemophagocytic lymphohistiocytosis due to RhoG deficiency,MONDO,hemophagocytic lymphohistiocytosis due to RhoG deficiency,hemophagocytic lymphohistiocytosis due to RhoG deficiency
22646,800148,disease,autoinflammatory syndrome due to TBK1 deficiency,MONDO,autoinflammatory syndrome due to TBK1 deficiency,autoinflammatory syndrome due to TBK1 deficiency
22647,800149,disease,"immunodeficiency, common variable, due to APRIL deficiency",MONDO,"immunodeficiency, common variable, due to APRIL deficiency","immunodeficiency, common variable, due to APRIL deficiency"
22648,800154,disease,inborn disorder of the metabolism of sulfur-containing amino acids and hydrogen sulfide,MONDO,inborn disorder of the metabolism of sulfur-containing amino acids and hydrogen sulfide,inborn disorder of the metabolism of sulfur-containing amino acids and hydrogen sulfide
22649,800155,disease,inborn disorder of glycine and serine metabolism,MONDO,inborn disorder of glycine and serine metabolism,inborn disorder of glycine and serine metabolism
22650,800156,disease,"inborn disorder of ornithine, proline and hydroxyproline metabolism",MONDO,"inborn disorder of ornithine, proline and hydroxyproline metabolism",inborn disorder of lysine and hydroxylysine metabolism
22651,800157,disease,"inborn disorder of lysine, hydroxylysine, and tryptophan metabolism",MONDO,"inborn disorder of lysine, hydroxylysine, and tryptophan metabolism",inborn disorder of lysine and hydroxylysine metabolism
22652,800158,disease,inborn disorder of glutamate/glutamine and aspartate/asparagine metabolism,MONDO,inborn disorder of glutamate/glutamine and aspartate/asparagine metabolism,inborn disorder of glutamate/glutamine and aspartate/asparagine metabolism
22653,800176,disease,black widow spider envenomation,MONDO,black widow spider envenomation,black widow spider envenomation
22654,800177,disease,frostbite,MONDO,frostbite,frostbite
22655,800178,disease,platinum-induced ototoxicity,MONDO,platinum-induced ototoxicity,platinum-induced ototoxicity
22656,800179,disease,periprosthetic joint infection,MONDO,periprosthetic joint infection,periprosthetic joint infection
22657,800195,disease,achalasia-alacrima syndrome,MONDO,achalasia-alacrima syndrome,achalasia-alacrima syndrome
22658,800196,disease,achromatopsia 5,MONDO,achromatopsia,achromatopsia
22659,800197,disease,achromatopsia 6,MONDO,achromatopsia,achromatopsia
22660,800198,disease,alopecia universalis,MONDO,alopecia universalis,alopecia totalis
22661,800199,disease,Angelman syndrome chromosome region,MONDO,Angelman syndrome chromosome region,Angelman syndrome chromosome region
22662,800200,disease,"arthrogryposis, distal, type 2B4",MONDO,"arthrogryposis, distal,","arthrogryposis, distal,"
22663,800201,disease,"baldness, male pattern",MONDO,"baldness, male pattern","baldness, male pattern"
22664,800204,disease,calvarial doughnut lesions with bone fragility and spondylometaphyseal dysplasia,MONDO,calvarial doughnut lesions with bone fragility and spondylometaphyseal dysplasia,calvarial doughnut lesions with bone fragility and spondylometaphyseal dysplasia
22665,800206,disease,epidermolysis bullosa dystrophica with subcorneal cleavage,MONDO,epidermolysis bullosa dystrophica with subcorneal cleavage,epidermolysis bullosa dystrophica with subcorneal cleavage
22666,800207,disease,"neuropathy, small fiber",MONDO,"neuropathy, small fiber","neuropathy, small fiber"
22667,800209,disease,"fibrosis of extraocular muscles, congenital, 3b",MONDO,"fibrosis of extraocular muscles, congenital","fibrosis of extraocular muscles, congenital"
22668,800210,disease,"glaucoma 1, open angle, l",MONDO,"glaucoma 1, open angle","glaucoma 1, open angle"
22669,800215,disease,"multicentric Castleman disease, susceptibility to",MONDO,"multicentric Castleman disease, susceptibility to","multicentric Castleman disease, susceptibility to"
22670,800222,disease,"pelvic organ prolapse, susceptibility to, 1",MONDO,"pelvic organ prolapse, susceptibility to","pelvic organ prolapse, susceptibility to"
22671,800224,disease,"amyotrophic lateral sclerosis, susceptibility to, 13",MONDO,"amyotrophic lateral sclerosis, susceptibility to","amyotrophic lateral sclerosis, susceptibility to"
22672,800226,disease,"strabismus, susceptibility to, 1",MONDO,"strabismus, susceptibility to, 1","strabismus, susceptibility to"
22673,800250,disease,"Graves disease, susceptibility to, X-linked 2",MONDO,"Graves disease, susceptibility to, X-linked","Graves disease, susceptibility to, X-linked"
22674,800261,disease,"autoimmune thyroid disease, susceptibility to, 5",MONDO,"autoimmune thyroid disease, susceptibility","autoimmune thyroid disease, susceptibility"
22675,800268,disease,"atrioventricular septal defect, susceptibility to, 1",MONDO,"atrioventricular septal defect, susceptibility to","atrioventricular septal defect, susceptibility to"
22676,800271,disease,"epilepsy, juvenile myoclonic, susceptibility to, 6",MONDO,"myoclonic epilepsy, juvenile, susceptibility to","myoclonic epilepsy, juvenile, susceptibility to"
22677,800274,disease,"autoimmune disease, susceptibility to, 5",MONDO,"autoimmune disease, susceptibility to","autoimmune disease, susceptibility to"
22678,800275,disease,"autism, susceptibility to, 14a",MONDO,"autism, susceptibility to","autism, susceptibility to"
22679,800279,disease,"epilepsy, idiopathic generalized, susceptibility to, 6",MONDO,"epilepsy, idiopathic generalized, susceptibility to","myoclonic epilepsy, juvenile, susceptibility to"
22680,800287,disease,"autism, susceptibility to, 14b",MONDO,"autism, susceptibility to","autism, susceptibility to"
22681,800290,disease,Li-fraumeni-like syndrome,MONDO,Li-fraumeni-like syndrome,Li-fraumeni-like syndrome
22682,800291,disease,"crossed polydactyly, type I",MONDO,"crossed polydactyly, type I","crossed polydactyly, type I"
22683,800294,disease,progressive encephalomyelitis with rigidity,MONDO,progressive encephalomyelitis with rigidity,progressive encephalomyelitis with rigidity and myoclonus
22684,800296,disease,"microcornea, rod-cone dystrophy, cataract, and posterior staphyloma 2",MONDO,"microcornea, rod-cone dystrophy, cataract, and posterior staphyloma","microcornea, rod-cone dystrophy, cataract, and posterior staphyloma"
22685,800297,disease,"neuronal ceroid lipofuscinosis, late infantile",MONDO,"neuronal ceroid lipofuscinosis, late infantile",late infantile neuronal ceroid lipofuscinosis
22686,800298,disease,"peroxisome biogenesis disorder, complementation group 2",MONDO,"peroxisome biogenesis disorder, complementation group","peroxisome biogenesis disorder, complementation group"
22687,800299,disease,"myopathy, congenital, with excess of muscle spindles",MONDO,"myopathy, congenital, with excess of muscle spindles","myopathy, congenital, with excess of muscle spindles"
22688,800300,disease,black locks with albinism and deafness syndrome,MONDO,black locks with albinism and deafness syndrome,black locks with albinism and deafness syndrome
22689,800301,disease,Friedreich ataxia with retained reflexes,MONDO,Friedreich ataxia with retained reflexes,Friedreich ataxia with retained reflexes
22690,800302,disease,glycogen storage disease Id,MONDO,glycogen storage disease,glycogen storage disease
22691,800304,disease,"neuropathy, hereditary sensory and autonomic, type IId",MONDO,"neuropathy, hereditary sensory and autonomic,","neuropathy, hereditary sensory and autonomic,"
22692,800305,disease,myelofibrosis with myeloid metaplasia,MONDO,myelofibrosis with myeloid metaplasia,myelofibrosis with myeloid metaplasia
22693,800306,disease,"epilepsy, progressive myoclonic, 2b",MONDO,progressive myoclonic epilepsy,progressive myoclonic epilepsy
22694,800307,disease,de la Chapelle dysplasia,MONDO,de la Chapelle dysplasia,de la Chapelle dysplasia
22695,800308,disease,orotic aciduria without megaloblastic anemia,MONDO,orotic aciduria without megaloblastic anemia,orotic aciduria without megaloblastic anemia
22696,800310,disease,"pregnancy loss, recurrent, 4",MONDO,"pregnancy loss, recurrent","pregnancy loss, recurrent"
22697,800311,disease,"vas deferens, congenital unilateral aplasia of",MONDO,"vas deferens, congenital unilateral aplasia of","vas deferens, congenital unilateral aplasia of"
22698,800312,disease,"wooly hair, autosomal recessive 1, with or without hypotrichosis",MONDO,"wooly hair, autosomal recessive 1, with or without hypotrichosis","wooly hair, autosomal recessive 1, with or without hypotrichosis"
22699,800313,disease,"xeroderma pigmentosum, type F/Cockayne syndrome",MONDO,"xeroderma pigmentosum, type F/Cockayne syndrome","xeroderma pigmentosum, type F/Cockayne syndrome"
22700,800314,disease,"xeroderma pigmentosum, type G/Cockayne syndrome",MONDO,"xeroderma pigmentosum, type G/Cockayne syndrome","xeroderma pigmentosum, type G/Cockayne syndrome"
22701,800317,disease,premature ovarian failure 4,MONDO,premature ovarian failure,premature ovarian failure
22702,800319,disease,"cone dystrophy 5, X-linked",MONDO,"cone dystrophy 5, X-linked","cone dystrophy 5, X-linked"
22703,800320,disease,"cone dystrophy 1, X-linked",MONDO,"cone dystrophy 1, X-linked","cone dystrophy 5, X-linked"
22704,800321,disease,"congenital heart defects, multiple types, 1, X-linked",MONDO,"congenital heart defects, multiple types, 1, X-linked","congenital heart defects, multiple types, 1, X-linked"
22705,800322,disease,membranous obstruction of inferior vena cava,MONDO,membranous obstruction of inferior vena cava,membranous obstruction of inferior vena cava
22706,800323,disease,long QT syndrome 4,MONDO,long QT syndrome,long QT syndrome
22707,800324,disease,"microphthalmia, isolated, with coloboma 8",MONDO,"microphthalmia, isolated, with coloboma","microphthalmia, isolated, with coloboma"
22708,800326,disease,cone-rod dystrophy 14,MONDO,cone-rod dystrophy,cone-rod dystrophy
22709,800328,disease,"retinitis pigmentosa 94, variable age at onset",MONDO,"retinitis pigmentosa 94, variable age at onset","retinitis pigmentosa 94, variable age at onset"
22710,800329,disease,"febrile seizures, familial, 3a",MONDO,"febrile seizures, familial","febrile seizures, familial"
22711,800330,disease,"myoclonic epilepsy, juvenile, 2",MONDO,"myoclonic epilepsy, juvenile, 2","myoclonic epilepsy, juvenile, 2"
22712,800331,disease,"hyperglycinemia, transient neonatal",MONDO,"hyperglycinemia, transient neonatal","hyperglycinemia, transient neonatal"
22713,800335,disease,"migraine, familial hemiplegic, 4",MONDO,"migraine, familial hemiplegic","migraine, familial hemiplegic"
22714,800337,disease,acute tubulointerstitial nephritis,MONDO,acute tubulointerstitial nephritis,tubulointerstitial nephritis and uveitis syndrome
22715,800339,disease,"laryngospasm, severe neonatal episodic",MONDO,"laryngospasm, severe neonatal episodic","laryngospasm, severe neonatal episodic"
22716,800340,disease,"seasonal affective disorder, susceptibility to",MONDO,"seasonal affective disorder, susceptibility to","seasonal affective disorder, susceptibility to"
22717,800344,disease,brachydactyly-syndactyly-oligodactyly syndrome,MONDO,brachydactyly-syndactyly-oligodactyly syndrome,brachydactyly-syndactyly-oligodactyly syndrome
22718,800345,disease,"atrial fibrillation, familial, 17",MONDO,"atrial fibrillation, familial","atrial fibrillation, familial"
22719,800346,disease,left ventricular noncompaction 9,MONDO,left ventricular noncompaction,left ventricular noncompaction
22720,800347,disease,"cardiomyopathy, familial hypertrophic, 23, with or without ventricular noncompaction",MONDO,"cardiomyopathy, familial hypertrophic, 23, with or without ventricular noncompaction","cardiomyopathy, familial hypertrophic, 23, with or without ventricular noncompaction"
22721,800348,disease,retinitis pigmentosa 53,MONDO,retinitis pigmentosa,retinitis pigmentosa
22722,800349,disease,"atrial fibrillation, familial, 16",MONDO,"atrial fibrillation, familial","atrial fibrillation, familial"
22723,800350,disease,left ventricular noncompaction 4,MONDO,left ventricular noncompaction,left ventricular noncompaction
22724,800351,disease,left ventricular noncompaction 5,MONDO,left ventricular noncompaction,left ventricular noncompaction
22725,800352,disease,retinitis pigmentosa 65,MONDO,retinitis pigmentosa,retinitis pigmentosa
22726,800353,disease,"congenital disorder of glycosylation, type Ibb",MONDO,"congenital disorder of glycosylation,","congenital disorder of glycosylation,"
22727,800354,disease,"febrile seizures, familial, 3b",MONDO,"febrile seizures, familial","febrile seizures, familial"
22728,800355,disease,"parasomnia, sleep terrors type",MONDO,"parasomnia, sleep terrors type","parasomnia, sleep bruxism type"
22729,800356,disease,"short-rib thoracic dysplasia 7/20 with polydactyly, digenic",MONDO,"short-rib thoracic dysplasia 7/20 with polydactyly, digenic",short-rib thoracic dysplasia 18 with polydactyly
22730,800357,disease,"hyperpigmentation, progressive cribriform and zosteriform",MONDO,"hyperpigmentation, progressive cribriform and zosteriform","hyperpigmentation, progressive cribriform and zosteriform"
22731,800358,disease,schizophrenia 17,MONDO,schizophrenia,schizophrenia
22732,800359,disease,retinitis pigmentosa 64,MONDO,retinitis pigmentosa,retinitis pigmentosa
22733,800363,disease,Joubert syndrome 19,MONDO,Joubert syndrome,Joubert syndrome
22734,800364,disease,"peroxisome biogenesis disorder, complementation group 3",MONDO,"peroxisome biogenesis disorder, complementation group","peroxisome biogenesis disorder, complementation group"
22735,800365,disease,"peroxisome biogenesis disorder, complementation group K",MONDO,"peroxisome biogenesis disorder, complementation group","peroxisome biogenesis disorder, complementation group"
22736,800366,disease,"dyskeratosis congenita, autosomal dominant 4",MONDO,"dyskeratosis congenita, autosomal dominant","dyskeratosis congenita, autosomal recessive"
22737,800367,disease,"cardiomyopathy, dilated, 1LL",MONDO,"cardiomyopathy, dilated","cardiomyopathy, dilated"
22738,800368,disease,"cardiomyopathy, dilated, 1MM",MONDO,"cardiomyopathy, dilated","cardiomyopathy, dilated"
22739,800369,disease,"parkinson disease 19B, early-onset",MONDO,"parkinson disease 19B, early-onset","parkinson disease 19B, early-onset"
22740,800370,disease,"dyskeratosis congenita, autosomal recessive 7",MONDO,"dyskeratosis congenita, autosomal recessive","dyskeratosis congenita, autosomal recessive"
22741,800371,disease,"cardiomyopathy, familial restrictive, 5",MONDO,"cardiomyopathy, familial restrictive","cardiomyopathy, familial restrictive"
22742,800372,disease,Joubert syndrome 29,MONDO,Joubert syndrome,Joubert syndrome
22743,800374,disease,"ventricular tachycardia, catecholaminergic polymorphic 6",MONDO,catecholaminergic polymorphic ventricular tachycardia,catecholaminergic polymorphic ventricular tachycardia
22744,800375,disease,"developmental delay, epilepsy, and neonatal diabetes 1",MONDO,"developmental delay, epilepsy, and neonatal diabetes","developmental delay, epilepsy, and neonatal diabetes"
22745,800376,disease,"developmental delay, epilepsy, and neonatal diabetes 2",MONDO,"developmental delay, epilepsy, and neonatal diabetes","developmental delay, epilepsy, and neonatal diabetes"
22746,800377,disease,"ACTH-independent adrenal Cushing syndrome, somatic",MONDO,"ACTH-independent adrenal Cushing syndrome, somatic","ACTH-independent adrenal Cushing syndrome, somatic"
22747,800378,disease,"17,20-lyase deficiency, isolated",MONDO,"17,20-lyase deficiency, isolated","17,20-lyase deficiency, isolated"
22748,800379,disease,"17-alpha-hydroxylase/17,20-lyase deficiency, combined complete",MONDO,"17-alpha-hydroxylase/17,20-lyase deficiency, combined complete","17-alpha-hydroxylase/17,20-lyase deficiency, combined complete"
22749,800380,disease,"17-alpha-hydroxylase/17,20-lyase deficiency, combined partial",MONDO,"17-alpha-hydroxylase/17,20-lyase deficiency, combined partial","17-alpha-hydroxylase/17,20-lyase deficiency, combined partial"
22750,800381,disease,"46,XX true hermaphroditism, SRY-positive",MONDO,"46,XX true hermaphroditism, SRY-positive","46,XX true hermaphroditism, SRY-positive"
22751,800382,disease,Joubert syndrome 11,MONDO,Joubert syndrome,Joubert syndrome
22752,800383,disease,Joubert syndrome 34,MONDO,Joubert syndrome,Joubert syndrome
22753,800384,disease,cessium poisoning,MONDO,cessium poisoning,cessium poisoning
22754,800385,disease,iron poisoning,MONDO,iron poisoning,mercury poisoning
22755,800386,disease,organophosphate poisoning,MONDO,organophosphate poisoning,organophosphate poisoning
22756,800387,disease,sulfur mustard poisoning,MONDO,sulfur mustard poisoning,sulfur mustard poisoning
22757,800389,disease,monochloroacetic acid poisoning,MONDO,monochloroacetic acid poisoning,monochloroacetic acid poisoning
22758,800399,disease,RP1-related recessive retinopathy,MONDO,RP1-related recessive retinopathy,RPE65-related recessive retinopathy
22759,800400,disease,RP1-related dominant retinopathy,MONDO,RP1-related dominant retinopathy,RDH5-related retinopathy
22760,800408,disease,urogenital adysplasia,MONDO,urogenital adysplasia,urogenital adysplasia
22761,800409,disease,"ventricular fibrillation during myocardial infarction, susceptibility to",MONDO,"ventricular fibrillation during myocardial infarction, susceptibility to","ventricular fibrillation during myocardial infarction, susceptibility to"
22762,800410,disease,"UV-induced skin damage, susceptibility to",MONDO,"UV-induced skin damage, susceptibility to","UV-induced skin damage, susceptibility to"
22763,800412,disease,yakut short stature syndrome,MONDO,yakut short stature syndrome,yakut short stature syndrome
22764,800413,disease,"antisocial behavior, susceptibility to",MONDO,"antisocial behavior, susceptibility to","antisocial behavior, susceptibility to"
22765,800414,disease,"aplastic anemia, susceptibility to",MONDO,"aplastic anemia, susceptibility to","aplastic anemia, susceptibility to"
22766,800415,disease,"asthma, aspirin-induced, susceptibility to",MONDO,"asthma, aspirin-induced, susceptibility to","asthma, aspirin-induced, susceptibility to"
22767,800416,disease,"autism, susceptibility to, 1",MONDO,"autism, susceptibility to","autism, susceptibility to"
22768,800417,disease,"autism, susceptibility to, 4",MONDO,"autism, susceptibility to","autism, susceptibility to"
22769,800418,disease,"breast cancer, familial, susceptibility to, 1",MONDO,"breast cancer, familial, susceptibility to","breast cancer, familial, susceptibility to"
22770,800419,disease,"breast cancer, familial, susceptibility to, 2",MONDO,"breast cancer, familial, susceptibility to","breast cancer, familial, susceptibility to"
22771,800420,disease,"breast cancer, familial, susceptibility to, 3",MONDO,"breast cancer, familial, susceptibility to","breast cancer, familial, susceptibility to"
22772,800421,disease,"cardiomyopathy, familial hypertrophic, 4, susceptibility to",MONDO,"cardiomyopathy, familial hypertrophic, 4, susceptibility to","cardiomyopathy, familial hypertrophic, 4, susceptibility to"
22773,800422,disease,"cirrhosis, noncryptogenic, susceptibility to",MONDO,"cirrhosis, noncryptogenic, susceptibility to","cirrhosis, noncryptogenic, susceptibility to"
22774,800423,disease,"colorectal cancer, susceptibility to, 4",MONDO,"colorectal cancer, susceptibility to","colorectal cancer, susceptibility to"
22775,800424,disease,"colorectal cancer, susceptibility to, on chromosome 15",MONDO,"colorectal cancer, susceptibility to, on chromosome 15","colorectal cancer, susceptibility to, on chromosome 15"
22776,800425,disease,"coronary artery disease, severe, susceptibility to",MONDO,"coronary artery disease, severe, susceptibility to","coronary heart disease, susceptibility to"
22777,800426,disease,"dengue fever, susceptibility to",MONDO,"dengue fever, susceptibility to","dengue virus, susceptibility to"
22778,800427,disease,"dengue hemorrhagic fever, susceptibility to",MONDO,"dengue hemorrhagic fever, susceptibility to","dengue hemorrhagic fever, susceptibility to"
22779,800428,disease,"dengue shock syndrome, susceptibility to",MONDO,"dengue shock syndrome, susceptibility to","dengue shock syndrome, susceptibility to"
22780,800429,disease,"dyslexia, susceptibility to, 4",MONDO,"dyslexia, susceptibility to","dyslexia, susceptibility to"
22781,800430,disease,"dyslexia, susceptibility to, 7",MONDO,"dyslexia, susceptibility to","dyslexia, susceptibility to"
22782,800431,disease,"efavirenz central nervous system toxicity, susceptibility to",MONDO,"efavirenz central nervous system toxicity, susceptibility to","efavirenz central nervous system toxicity, susceptibility to"
22783,800432,disease,"obesity, susceptibility to",MONDO,"obesity, susceptibility to","obesity, susceptibility to"
22784,800433,disease,"ovarian cancer, familial, susceptibility to, 1",MONDO,"ovarian cancer, familial, susceptibility to","ovarian cancer, familial, susceptibility to"
22785,800434,disease,"ovarian cancer, familial, susceptibility to, 2",MONDO,"ovarian cancer, familial, susceptibility to","ovarian cancer, familial, susceptibility to"
22786,800435,disease,"ovarian cancer, familial, susceptibility to, 3",MONDO,"ovarian cancer, familial, susceptibility to","ovarian cancer, familial, susceptibility to"
22787,800439,disease,syndromic complex neurodevelopmental disorder,MONDO,syndromic complex neurodevelopmental disorder,syndromic complex neurodevelopmental disorder
22788,800440,disease,HAND1 related congenital heart defect,MONDO,HAND1 related congenital heart defect,HAND1 related congenital heart defect
22789,800441,disease,"NKX2.5-related congenital, conduction and myopathic heart disease",MONDO,"NKX2.5-related congenital, conduction and myopathic heart disease","NKX2.5-related congenital, conduction and myopathic heart disease"
22790,800442,disease,MYH-6 related congenital heart defects,MONDO,MYH-6 related congenital heart defects,MYH-6 related congenital heart defects
22791,800443,disease,DEAF1-associated neurodevelopmental disorder,MONDO,DEAF1-associated neurodevelopmental disorder,DEAF1-associated neurodevelopmental disorder
22792,800446,disease,bleeding diathesis due to thromboxane synthesis deficiency,MONDO,bleeding diathesis due to thromboxane synthesis deficiency,bleeding diathesis due to thromboxane synthesis deficiency
22793,800455,disease,Birt-Hogg-Dube syndrome 2,MONDO,Birt-Hogg-Dube syndrome,Birt-Hogg-Dube syndrome
22794,850007,disease,syndromic lacrimal system disorder,MONDO,syndromic lacrimal system disorder,syndromic lacrimal system disorder
22795,850008,disease,anterior segment developmental abnormality with extraocular manifestations,MONDO,anterior segment developmental abnormality with extraocular manifestations,anterior segment developmental abnormality with extraocular manifestations
22796,850009,disease,syndromic microspherophakia,MONDO,syndromic microspherophakia,syndromic microspherophakia
22797,850010,disease,congenital optic disk excavation,MONDO,congenital optic disk excavation,congenital optic disk excavation
22798,850013,disease,twin anemia-polycythemia sequence,MONDO,twin anemia-polycythemia sequence,twin anemia-polycythemia sequence
22799,850014,disease,twin-reversed arterial perfusion sequence,MONDO,twin-reversed arterial perfusion sequence,twin-reversed arterial perfusion sequence
22800,850015,disease,selective intrauterine growth restriction,MONDO,selective intrauterine growth restriction,selective intrauterine growth restriction
22801,850030,disease,complete hemimelia,MONDO,complete hemimelia,complete hemimelia
22802,850046,disease,amniotic fluid embolism,MONDO,amniotic fluid embolism,amniotic fluid embolism
22803,850048,disease,classic eosinophilic pustular folliculitis,MONDO,classic eosinophilic pustular folliculitis,eosinophilic pustular folliculitis
22804,850049,disease,painful legs and moving toes syndrome,MONDO,painful legs and moving toes syndrome,painful legs and moving toes syndrome
22805,850050,disease,congenital aphakia-iris hypoplasia-microphthalmia-microcornea syndrome,MONDO,congenital aphakia-iris hypoplasia-microphthalmia-microcornea syndrome,congenital aphakia-iris hypoplasia-microphthalmia-microcornea syndrome
22806,850053,disease,F12-associated cold autoinflammatory syndrome,MONDO,F12-associated cold autoinflammatory syndrome,F12-associated cold autoinflammatory syndrome
22807,850054,disease,hemophilia B leyden,MONDO,hemophilia B leyden,hemophilia B leyden
22808,850058,disease,chronic neurovisceral acid sphingomyelinase deficiency,MONDO,chronic neurovisceral acid sphingomyelinase deficiency,chronic neurovisceral acid sphingomyelinase deficiency
22809,850059,disease,hereditary persistence of fetal hemoglobin-intellectual disability syndrome,MONDO,hereditary persistence of fetal hemoglobin-intellectual disability syndrome,hereditary persistence of fetal hemoglobin-intellectual disability syndrome
22810,850064,disease,inherited hematologic cancer-predisposing syndrome,MONDO,inherited hematologic cancer-predisposing syndrome,inherited hematologic cancer-predisposing syndrome
22811,850065,disease,neonatal-onset severe multisystemic autoinflammatory disease with increased IL18,MONDO,neonatal-onset severe multisystemic autoinflammatory disease with increased IL18,neonatal-onset severe multisystemic autoinflammatory disease with increased IL18
22812,850066,disease,SAMD9L-associated autoinflammatory syndrome,MONDO,SAMD9L-associated autoinflammatory syndrome,SAMD9L-associated autoinflammatory syndrome
22813,850067,disease,immune deficiency due to impaired neutrophil phagocytosis and migration,MONDO,immune deficiency due to impaired neutrophil phagocytosis and migration,immune deficiency due to impaired neutrophil phagocytosis and migration
22814,850068,disease,early-onset autoimmunity-autoinflammation-immunodeficiency syndrome,MONDO,early-onset autoimmunity-autoinflammation-immunodeficiency syndrome,early-onset autoimmunity-autoinflammation-immunodeficiency syndrome
22815,850069,disease,familial hyperinflammatory lymphoproliferative immunodeficiency,MONDO,familial hyperinflammatory lymphoproliferative immunodeficiency,familial hyperinflammatory lymphoproliferative immunodeficiency
22816,850070,disease,CADINS disease,MONDO,CADINS disease,CADINS disease
22817,850071,disease,developmental delay-immunodeficiency-leukoencephalopathy-hypohomocysteinemia syndrome,MONDO,developmental delay-immunodeficiency-leukoencephalopathy-hypohomocysteinemia syndrome,developmental delay-immunodeficiency-leukoencephalopathy-hypohomocysteinemia syndrome
